#{"t_start": 1772898691.778584, "env_id": "None"}
r,l,t
-8.0,4,111.123578
20.0,20,111.147399
12.0,20,111.172753
-5.0,13,111.189297
-12.993396,1,111.192846
20.0,20,111.216347
14.0,20,111.243086
6.0,18,111.266677
5.0,17,111.288253
3.0,15,111.308482
-9.0,3,111.314279
-11.0,1,111.316489
-5.0,7,111.325761
16.0,20,111.349711
18.0,20,111.375071
20.0,20,111.39997
-1.0,11,111.413656
-9.0,3,111.418095
18.0,20,111.4431
-11.0,1,111.446152
14.748059,20,111.470232
20.0,20,111.496733
16.0,20,111.521214
-11.783611,6,111.528476
-5.0,7,111.538433
-11.0,1,111.540647
18.0,20,111.565081
-4.0,8,111.576101
-8.0,4,111.582165
5.0,17,111.602999
1.0,15,111.622692
16.0,20,111.646031
-10.0,2,111.649825
-1.0,11,111.662827
-6.0,6,111.67173
-11.0,5,111.679329
16.0,20,111.704053
20.0,20,111.727649
14.0,20,111.752906
16.0,20,111.777135
16.0,20,111.802031
4.0,16,111.821696
18.0,20,111.846934
-15.0,1,111.849223
14.0,20,111.872671
12.0,20,111.897442
-11.0,1,111.901842
16.0,20,111.925829
-5.0,11,111.938709
-12.972238,1,111.941581
16.0,20,111.965607
6.0,18,111.987204
20.0,20,112.011626
14.0,20,112.035409
-8.0,4,112.042277
-15.0,1,112.044454
16.0,20,112.06814
16.0,20,112.091354
-8.0,4,112.098924
-9.0,3,112.123277
16.0,20,112.158541
-7.0,5,112.165261
16.0,20,112.190048
10.0,20,112.215287
16.0,20,112.240203
-6.0,6,112.248553
20.0,20,112.271983
10.0,20,112.295126
-6.0,6,112.302433
16.0,20,112.328622
20.0,20,112.353679
-13.981911,4,112.359352
18.0,20,112.383013
3.0,19,112.405855
-5.0,11,112.422456
3.0,19,112.446414
-11.0,1,112.4487
-6.838716,9,112.460248
16.0,20,112.485141
14.0,20,112.508865
16.0,20,112.535576
16.0,20,112.559592
-13.0,1,112.563107
12.0,20,112.58641
-7.0,5,112.594028
2.0,20,112.618355
1.0,17,112.640446
16.0,20,112.6639
-9.0,7,112.673852
20.0,20,112.697501
2.0,14,112.715371
-10.0,4,112.722395
-2.0,10,112.735647
16.0,20,112.759664
-10.0,2,112.763895
-8.0,6,112.772085
12.0,20,112.796494
-10.0,6,112.804121
16.0,20,112.829237
16.0,20,112.855365
0.0,14,112.872739
16.0,20,112.896257
14.0,20,112.920123
18.0,20,112.945153
20.0,20,112.969138
-6.870816,7,112.977431
20.0,20,113.002447
16.0,20,113.026937
12.0,20,113.052366
-7.0,5,113.059694
16.0,20,113.084733
-12.976902,1,113.086921
14.0,20,113.110741
14.0,20,113.134773
-7.0,5,113.143463
-11.0,1,113.146113
-2.0,10,113.159945
-3.0,13,113.175085
20.0,20,113.198949
16.0,20,113.223299
18.0,20,113.248592
20.0,20,113.272731
16.0,20,113.296763
20.0,20,113.320595
-9.0,3,113.325544
14.0,20,113.35105
16.0,20,113.376618
-6.0,6,113.384304
16.0,20,113.407496
-7.0,9,113.41926
12.0,20,113.445245
6.0,18,113.467561
14.0,20,113.491665
20.0,20,113.515503
-5.0,7,113.526101
20.0,20,113.550683
14.0,20,113.575326
16.0,20,113.599482
12.0,20,113.624464
-11.0,1,113.626687
16.0,20,113.64993
20.0,20,113.676473
-2.0,14,113.694971
16.0,20,113.719367
20.0,20,113.743281
-11.0,1,113.745533
-8.0,8,113.758055
-8.0,8,113.768851
14.0,20,113.793552
-4.0,12,113.808504
16.0,20,113.833356
1.0,17,113.852924
16.0,20,113.878238
20.0,20,113.902861
16.0,20,113.927968
20.0,20,113.951554
16.0,20,113.976258
-9.0,3,113.981537
10.0,20,114.006409
14.0,20,114.029828
7.0,19,114.052619
18.0,20,114.077131
20.0,20,114.103043
20.0,20,114.126161
-13.760667,2,114.129038
-13.0,1,114.131012
-12.89523,1,114.134706
2.0,14,114.150711
-8.0,4,114.156597
0.0,20,114.181355
16.0,20,114.206842
16.0,20,114.230958
16.0,20,114.254755
20.0,20,114.278998
-5.974131,8,114.292057
7.0,19,114.315934
-8.25833,5,114.322649
16.0,20,114.346066
0.0,12,114.361922
8.0,20,114.385278
14.0,20,114.41059
-7.0,5,114.41746
12.0,20,114.443062
-7.0,15,114.460768
16.0,20,114.484432
-11.0,1,114.486674
-1.277296,12,114.503563
14.0,20,114.528187
3.663039,17,114.548583
-9.0,3,114.552488
20.0,20,114.577443
-12.915223,1,114.580414
16.0,20,114.604584
20.0,20,114.629065
2.748251,16,114.64965
12.0,20,114.674528
12.0,20,114.698084
16.0,20,114.724525
16.0,20,114.749374
18.743631,20,114.773066
12.0,20,114.796593
14.0,20,114.82137
18.0,20,114.846866
20.0,20,114.87045
16.0,20,114.894799
-12.971965,1,114.897002
16.0,20,114.921906
12.0,20,114.947144
-10.0,2,114.950245
18.0,20,114.974819
-5.0,7,114.985602
18.0,20,115.009746
8.0,20,115.036042
12.0,20,115.059861
8.0,20,115.084257
-11.0,1,115.086345
14.0,20,115.108921
-10.0,2,115.112838
7.0,19,115.137452
7.0,19,115.159529
14.0,20,115.1833
-15.0,1,115.1863
4.0,20,115.211417
16.0,20,115.236073
16.0,20,115.26113
12.0,20,115.284799
-9.223401,10,115.297827
14.0,20,115.321067
12.0,20,115.345799
10.0,20,115.370285
20.0,20,115.393826
16.0,20,115.417416
-11.0,1,115.419536
2.0,14,115.437286
14.0,20,115.463923
16.0,20,115.488567
16.0,20,115.5127
16.0,20,115.536071
16.0,20,115.562314
12.0,20,115.586541
18.0,20,115.609484
16.0,20,115.633148
20.0,20,115.659269
-3.913581,10,115.671975
14.0,20,115.696798
-9.0,3,115.701307
16.0,20,115.727407
16.0,20,115.751622
16.0,20,115.777706
-12.987856,1,115.779789
-5.0,7,115.789983
12.0,20,115.813768
-6.0,10,115.826894
16.0,20,115.850668
14.0,20,115.87705
16.0,20,115.901333
16.0,20,115.925765
16.0,20,115.950174
-4.0,12,115.966217
20.0,20,115.992345
7.0,19,116.014347
14.0,20,116.038404
16.0,20,116.063369
12.0,20,116.087766
-7.0,5,116.095846
16.0,20,116.120045
20.0,20,116.145021
16.0,20,116.168975
16.0,20,116.194534
20.0,20,116.218373
-8.0,4,116.225496
-9.0,7,116.233687
16.0,20,116.258114
6.0,18,116.280149
16.0,20,116.308422
16.0,20,116.333475
16.0,20,116.357928
-3.0,13,116.374441
12.0,20,116.400146
16.0,20,116.424378
-3.0,9,116.435622
16.0,20,116.458897
14.0,20,116.483927
-9.0,3,116.488854
6.0,20,116.513579
16.0,20,116.538199
20.0,20,116.562773
14.0,20,116.58637
-12.653054,1,116.588503
16.0,20,116.614942
18.0,20,116.638984
14.0,20,116.666047
16.0,20,116.691786
16.0,20,116.720046
16.0,20,116.745647
20.0,20,116.770212
12.0,20,116.795362
20.0,20,116.821725
14.0,20,116.846831
16.0,20,116.870375
16.0,20,116.894341
18.0,20,116.920134
14.0,20,116.945644
3.0,19,116.967766
16.0,20,116.991119
-12.724848,1,116.993351
16.0,20,117.019098
16.0,20,117.043795
-12.980461,1,117.046885
-12.97968,1,117.04912
16.0,20,117.074147
8.0,20,117.097959
-9.991897,4,117.103683
16.0,20,117.129526
16.0,20,117.154963
20.0,20,117.178489
-10.0,4,117.184023
-11.0,1,117.186071
16.0,20,117.210925
20.0,20,117.237142
14.0,20,117.262065
16.0,20,117.285792
16.0,20,117.30995
12.0,20,117.334412
-12.970847,1,117.336724
3.0,15,117.355822
16.0,20,117.381061
-10.0,2,117.38505
12.0,20,117.409226
-8.0,8,117.419114
14.0,20,117.445996
0.0,16,117.464869
16.0,20,117.488447
12.0,20,117.511835
12.0,20,117.535794
16.0,20,117.561291
16.0,20,117.585683
16.0,20,117.609718
14.0,20,117.634062
16.0,20,117.65947
2.0,14,117.676762
16.0,20,117.700665
14.0,20,117.726087
20.0,20,117.751098
16.0,20,117.776006
0.0,12,117.790699
-1.0,15,117.809588
2.0,18,117.83128
16.0,20,117.857446
14.0,20,117.88266
16.0,20,117.907756
-1.0,17,117.928347
16.0,20,117.952685
-12.978805,1,117.95499
-6.0,12,117.972951
14.0,20,117.996436
16.0,20,118.020468
16.0,20,118.045182
-9.0,3,118.051319
16.0,20,118.076159
-6.0,12,118.091309
-6.0,6,118.098908
20.0,20,118.122506
8.0,20,118.146006
-9.0,3,118.151159
16.0,20,118.204033
-10.759708,3,118.215891
14.0,20,118.241548
-10.0,2,118.244497
16.0,20,118.267982
16.0,20,118.294795
16.0,20,118.319342
-8.0,12,118.334084
16.0,20,118.358126
1.0,15,118.378569
-3.0,15,118.398058
20.0,20,118.423112
20.0,20,118.447389
16.0,20,118.472237
16.0,20,118.498462
14.0,20,118.522556
6.0,18,118.54383
16.0,20,118.568614
-9.0,7,118.577737
16.0,20,118.603954
1.013906,19,118.627271
4.0,20,118.652501
16.0,20,118.676304
-13.0,3,118.680198
-2.0,10,118.694133
0.0,16,118.715141
14.0,20,118.739047
14.0,20,118.763604
20.0,20,118.787552
-9.921254,4,118.795015
-1.0,11,118.810151
-12.967981,1,118.812468
-12.932254,1,118.814669
-5.0,7,118.824696
20.0,20,118.848283
-10.0,4,118.854114
-7.0,5,118.860998
6.0,18,118.882107
20.0,20,118.908105
1.0,17,118.929443
-7.0,5,118.935803
-2.0,10,118.949603
8.0,20,118.974086
16.0,20,118.998182
0.0,12,119.013838
16.0,20,119.038961
-12.691095,1,119.041051
-12.962542,1,119.043193
3.0,15,119.061341
-9.0,3,119.066665
-3.0,9,119.077661
-8.0,4,119.083758
16.0,20,119.107804
20.0,20,119.133161
2.709623,20,119.156751
-9.0,5,119.163419
20.0,20,119.186741
-12.569541,1,119.190013
14.0,20,119.21499
12.0,20,119.239308
16.0,20,119.262908
-4.338449,9,119.276072
16.0,20,119.299177
0.0,12,119.31473
-13.0,3,119.319701
-7.0,5,119.32906
5.748253,19,119.352097
-12.876712,1,119.355292
-4.0,8,119.365498
-5.0,7,119.374804
16.0,20,119.398023
20.0,20,119.421542
16.0,20,119.44702
5.0,17,119.468992
-6.0,6,119.4763
14.0,20,119.500225
12.0,20,119.523891
16.0,20,119.550522
16.0,20,119.57371
20.0,20,119.597858
1.0,13,119.613712
16.0,20,119.639978
14.0,20,119.664432
-7.0,5,119.671897
-11.0,1,119.674095
16.0,20,119.698387
-11.0,1,119.700627
-2.214692,11,119.714489
1.0,13,119.730104
20.0,20,119.757508
16.0,20,119.781742
16.0,20,119.805719
18.0,20,119.829081
20.0,20,119.8564
4.0,20,119.879618
20.0,20,119.903368
-2.0,10,119.91646
16.0,20,119.941575
16.0,20,119.966169
16.0,20,119.989739
-1.0,11,120.002298
3.0,15,120.021453
14.0,20,120.044166
16.0,20,120.070688
-7.0,9,120.081842
20.0,20,120.106704
18.0,20,120.130657
20.0,20,120.155412
-10.0,2,120.159341
-11.0,1,120.163043
16.0,20,120.187111
-9.769964,4,120.192522
18.0,20,120.215179
-10.0,2,120.220258
16.0,20,120.24454
12.300577,20,120.270418
-8.0,4,120.27648
8.0,20,120.301784
0.0,12,120.317092
-7.0,5,120.323594
3.619534,17,120.343774
-7.0,5,120.351471
-10.0,2,120.355257
16.0,20,120.380843
16.0,20,120.40547
14.0,20,120.430025
20.0,20,120.453789
12.0,20,120.478853
16.0,20,120.503697
20.0,20,120.528431
-6.635687,11,120.542429
14.0,20,120.567055
5.0,19,120.590916
16.0,20,120.61727
-9.0,3,120.622154
-13.0,1,120.624126
-12.983272,1,120.627096
-9.0,3,120.631712
16.0,20,120.655363
20.0,20,120.679688
-4.0,8,120.690521
6.0,20,120.715176
18.0,20,120.739424
16.0,20,120.763535
20.0,20,120.78868
16.0,20,120.813846
-9.8665,6,120.822178
20.0,20,120.846365
14.0,20,120.869517
2.0,14,120.887909
20.0,20,120.913065
16.0,20,120.936206
14.428397,20,120.959882
14.0,20,120.984682
14.0,20,121.010037
-2.0,10,121.023062
-2.0,10,121.035109
18.0,20,121.05988
14.0,20,121.083175
-12.651129,1,121.086209
16.0,20,121.111732
12.0,20,121.136345
10.0,20,121.160113
14.0,20,121.184628
16.0,20,121.209812
-2.0,10,121.223036
20.0,20,121.247113
16.0,20,121.271622
20.0,20,121.296828
-9.685909,4,121.305544
-13.0,1,121.307889
-4.0,12,121.324212
16.0,20,121.348016
3.0,15,121.367408
14.702907,20,121.392069
16.0,20,121.41757
16.0,20,121.440244
4.0,16,121.461097
16.0,20,121.484974
20.0,20,121.509874
20.0,20,121.534824
2.0,16,121.554712
16.0,20,121.578465
-10.0,2,121.582393
-11.0,1,121.584704
4.0,20,121.609469
16.0,20,121.63601
16.0,20,121.658978
20.0,20,121.682677
-11.589086,2,121.686996
16.0,20,121.710279
-9.0,3,121.716052
16.0,20,121.74108
6.0,18,121.763845
-12.983411,1,121.765978
-12.980303,1,121.768191
20.0,20,121.791724
-10.0,2,121.796247
-11.970373,2,121.799243
-2.0,10,121.812138
-10.0,2,121.815087
-6.0,6,121.825196
16.0,20,121.85055
-12.821358,1,121.852759
16.0,20,121.875848
-2.0,20,121.899985
16.0,20,121.924375
8.0,20,121.948909
8.0,20,121.972776
-5.0,7,121.983034
16.0,20,122.006405
16.0,20,122.029419
16.0,20,122.055427
16.0,20,122.080261
20.0,20,122.104469
20.0,20,122.128207
-3.0,11,122.142403
-5.0,7,122.153699
16.0,20,122.177745
16.0,20,122.201313
20.0,20,122.225043
16.0,20,122.251215
14.0,20,122.276128
-11.0,3,122.280716
16.0,20,122.304788
16.0,20,122.328788
12.0,20,122.354515
-12.97994,1,122.357217
20.0,20,122.382861
-1.0,15,122.40193
-4.385946,9,122.412937
16.0,20,122.437015
16.0,20,122.462005
-9.0,3,122.468129
12.0,20,122.491649
16.0,20,122.514898
20.0,20,122.538731
-11.0,1,122.54212
-4.0,8,122.553621
16.0,20,122.578876
-1.0,15,122.596928
6.42706,20,122.621369
16.0,20,122.644976
0.0,14,122.663323
-8.0,8,122.674262
18.0,20,122.699169
-9.0,7,122.708556
20.0,20,122.732495
12.0,20,122.755542
16.0,20,122.783493
16.0,20,122.807782
20.0,20,122.831549
16.0,20,122.854644
-12.983436,1,122.857918
16.0,20,122.883916
-1.0,15,122.902732
-14.0,2,122.906828
12.0,20,122.930441
-10.687009,3,122.934613
-8.0,4,122.940433
-7.0,5,122.947837
16.0,20,122.973364
16.0,20,122.998984
-12.450926,1,123.001174
-10.874757,4,123.006419
-6.0,10,123.018205
-10.0,2,123.021914
-13.930576,4,123.027557
-10.984656,3,123.032516
20.0,20,123.057669
16.0,20,123.084192
16.0,20,123.109028
16.0,20,123.133402
18.0,20,123.157199
16.0,20,123.182735
18.0,20,123.207536
-1.0,11,123.220723
-8.0,6,123.229907
16.0,20,123.253427
-7.988152,6,123.260982
20.0,20,123.284094
16.0,20,123.310501
3.0,17,123.330853
-5.0,7,123.339536
18.0,20,123.36287
16.0,20,123.387429
-11.0,5,123.395968
-9.0,3,123.400517
-15.0,1,123.403619
16.0,20,123.429852
-4.0,8,123.440252
14.0,20,123.464041
16.0,20,123.487512
4.0,20,123.515053
-12.0,4,123.520697
-3.0,13,123.536532
-9.0,3,123.541364
10.0,20,123.56539
16.0,20,123.588508
16.0,20,123.614748
16.0,20,123.638704
16.0,20,123.66373
-3.620204,10,123.675633
14.0,20,123.699843
14.0,20,123.725223
-11.892386,2,123.730159
20.0,20,123.75385
16.0,20,123.778099
-7.0,5,123.784852
16.0,20,123.810572
16.0,20,123.835283
-5.0,15,123.853495
-12.983411,1,123.855759
-4.0,8,123.866719
12.0,20,123.889687
-10.0,2,123.892943
14.0,20,123.91794
-11.0,3,123.924534
-4.0,18,123.946136
-4.0,10,123.958253
14.0,20,123.98148
20.0,20,124.006828
10.0,20,124.032831
20.0,20,124.057344
7.0,19,124.079901
20.0,20,124.104132
-6.290673,7,124.113312
8.569991,20,124.165607
20.0,20,124.193506
16.0,20,124.219242
12.0,20,124.245032
-9.543713,4,124.251058
-3.0,9,124.262408
-4.0,8,124.274499
-11.494076,2,124.277544
7.0,19,124.300156
12.0,20,124.323858
16.0,20,124.351142
-1.0,17,124.371781
16.0,20,124.395124
12.0,20,124.417677
16.0,20,124.442438
16.0,20,124.467578
-7.0,13,124.484706
14.0,20,124.509596
14.0,20,124.53442
14.0,20,124.559809
20.0,20,124.584571
-7.542274,6,124.59219
18.0,20,124.617149
20.0,20,124.641213
-5.0,9,124.653011
20.0,20,124.678474
14.0,20,124.703138
-7.0,5,124.710755
-11.0,1,124.71295
3.0,15,124.732445
-8.0,4,124.738436
-6.0,6,124.745962
-12.876712,1,124.748127
14.0,20,124.773536
6.0,18,124.7962
-6.0,6,124.803372
-12.0,4,124.809092
16.0,20,124.833306
16.0,20,124.858602
18.0,20,124.88232
14.0,20,124.905898
16.0,20,124.929827
14.0,20,124.954451
6.0,18,124.978612
20.0,20,125.002595
-10.0,2,125.005648
-11.0,3,125.011072
14.0,20,125.033661
-11.0,9,125.044168
-10.0,6,125.052528
-11.838335,6,125.060514
-2.639014,17,125.082165
16.0,20,125.105858
3.0,15,125.123024
-8.0,4,125.129729
-10.956198,3,125.134472
16.0,20,125.157161
16.0,20,125.182186
14.654481,20,125.208075
16.0,20,125.23192
14.75873,20,125.255087
14.736425,20,125.279944
3.0,17,125.30242
8.0,20,125.326077
20.0,20,125.349254
4.0,16,125.368257
1.0,19,125.393702
20.0,20,125.417596
16.0,20,125.440697
-5.0,7,125.449681
20.0,20,125.473687
-10.0,2,125.476734
-13.0,3,125.481687
-14.0,2,125.485398
20.0,20,125.511671
16.0,20,125.535379
8.0,20,125.559607
20.0,20,125.582751
-9.0,3,125.587779
